"","X","year","sex","education","vocabulary"
"776",19740792,1974,"Male",18,8
"777",19740793,1974,"Female",16,8
"778",19740794,1974,"Female",16,9
"779",19740795,1974,"Male",12,5
"780",19740796,1974,"Male",16,8
"781",19740797,1974,"Male",10,7
"782",19740798,1974,"Female",10,5
"783",19740799,1974,"Female",12,8
"784",19740800,1974,"Male",12,2
"785",19740801,1974,"Male",14,6
"786",19740802,1974,"Female",13,7
"787",19740803,1974,"Female",16,9
"788",19740804,1974,"Female",8,6
"789",19740805,1974,"Male",11,5
"790",19740806,1974,"Male",18,8
"791",19740807,1974,"Male",14,6
"792",19740808,1974,"Female",12,7
"793",19740809,1974,"Female",12,10
"794",19740810,1974,"Male",10,7
"795",19740811,1974,"Male",8,6
"796",19740812,1974,"Female",12,10
"797",19740813,1974,"Female",9,7
"798",19740814,1974,"Female",12,5
"799",19740815,1974,"Male",12,6
"800",19740816,1974,"Male",10,9
"801",19740817,1974,"Female",12,7
"802",19740818,1974,"Female",12,4
"803",19740819,1974,"Female",6,3
"804",19740820,1974,"Male",13,5
"805",19740821,1974,"Male",12,6
"806",19740822,1974,"Male",9,5
"807",19740823,1974,"Female",12,6
"808",19740824,1974,"Female",12,9
"809",19740825,1974,"Male",12,5
"810",19740826,1974,"Male",12,8
"811",19740827,1974,"Female",12,8
"812",19740828,1974,"Female",10,10
"813",19740829,1974,"Female",10,4
"814",19740830,1974,"Male",14,7
"815",19740831,1974,"Male",16,10
"816",19740832,1974,"Female",12,5
"817",19740833,1974,"Female",12,10
"818",19740834,1974,"Female",12,5
"819",19740835,1974,"Male",14,6
"820",19740836,1974,"Male",7,1
"821",19740838,1974,"Female",12,5
"822",19740839,1974,"Female",12,6
"823",19740840,1974,"Male",13,8
"824",19740841,1974,"Male",10,7
"825",19740842,1974,"Female",12,8
"826",19740843,1974,"Female",12,5
"827",19740844,1974,"Female",10,6
"828",19740845,1974,"Male",10,4
"829",19740847,1974,"Male",10,8
"830",19740848,1974,"Female",12,4
"831",19740849,1974,"Female",11,8
"832",19740850,1974,"Male",12,8
"833",19740851,1974,"Male",16,10
"834",19740852,1974,"Female",12,10
"835",19740853,1974,"Female",12,8
"836",19740854,1974,"Female",10,6
"837",19740855,1974,"Male",12,5
"838",19740856,1974,"Male",12,6
"839",19740857,1974,"Female",12,7
"840",19740858,1974,"Female",11,6
"841",19740859,1974,"Female",12,4
"842",19740860,1974,"Male",16,7
"843",19740861,1974,"Male",19,9
"844",19740862,1974,"Female",17,10
"845",19740863,1974,"Female",13,8
"846",19740864,1974,"Female",13,8
"847",19740865,1974,"Male",17,9
"848",19740866,1974,"Female",18,9
"849",19740867,1974,"Female",14,10
"850",19740868,1974,"Female",12,7
"851",19740869,1974,"Female",18,10
"852",19740870,1974,"Male",12,7
"853",19740871,1974,"Male",16,10
"854",19740872,1974,"Female",16,10
"855",19740873,1974,"Female",15,4
"856",19740874,1974,"Female",14,5
"857",19740875,1974,"Male",10,8
"858",19740876,1974,"Male",9,6
"859",19740877,1974,"Male",18,10
"860",19740879,1974,"Female",14,9
"861",19740880,1974,"Male",16,6
"862",19740881,1974,"Male",10,9
"863",19740882,1974,"Female",16,7
"864",19740883,1974,"Female",16,9
"865",19740884,1974,"Female",16,7
"866",19740886,1974,"Male",14,9
"867",19740887,1974,"Female",12,0
"868",19740888,1974,"Female",12,6
"869",19740889,1974,"Female",12,7
"870",19740890,1974,"Male",12,6
"871",19740891,1974,"Male",14,5
"872",19740892,1974,"Female",12,3
"873",19740894,1974,"Female",12,6
"874",19740895,1974,"Male",14,8
"875",19740896,1974,"Male",10,7
"876",19740897,1974,"Female",12,6
"877",19740898,1974,"Female",16,9
"878",19740899,1974,"Female",13,10
"879",19740900,1974,"Male",16,8
"880",19740901,1974,"Male",16,9
"881",19740902,1974,"Female",16,7
"882",19740903,1974,"Female",12,8
"883",19740904,1974,"Female",16,10
"884",19740905,1974,"Male",1,3
"885",19740908,1974,"Female",12,6
"886",19740909,1974,"Female",12,7
"887",19740910,1974,"Male",10,4
"888",19740911,1974,"Male",12,5
"889",19740912,1974,"Female",14,5
"890",19740913,1974,"Female",12,5
"891",19740914,1974,"Female",9,7
"892",19740915,1974,"Male",14,10
"893",19740916,1974,"Male",16,6
"894",19740917,1974,"Female",16,10
"895",19740918,1974,"Female",15,7
"896",19740919,1974,"Female",14,7
"897",19740920,1974,"Male",16,10
"898",19740921,1974,"Male",18,10
"899",19740922,1974,"Female",16,6
"900",19740923,1974,"Female",10,5
"901",19740924,1974,"Female",16,7
"902",19740925,1974,"Male",11,3
"903",19740927,1974,"Female",11,3
"904",19740928,1974,"Female",9,5
"905",19740929,1974,"Female",8,6
"906",19740930,1974,"Male",12,7
"907",19740931,1974,"Male",7,3
"908",19740932,1974,"Female",10,4
"909",19740933,1974,"Female",11,2
"910",19740934,1974,"Female",12,5
"911",19740935,1974,"Male",8,5
"912",19740936,1974,"Male",20,10
"913",19740937,1974,"Female",6,2
"914",19740938,1974,"Female",12,10
"915",19740939,1974,"Female",4,4
"916",19740940,1974,"Male",12,6
"917",19740941,1974,"Male",7,6
"918",19740942,1974,"Male",17,8
"919",19740943,1974,"Female",10,5
"920",19740944,1974,"Female",4,5
"921",19740945,1974,"Male",12,5
"922",19740946,1974,"Male",11,4
"923",19740947,1974,"Female",11,4
"924",19740948,1974,"Female",9,2
"925",19740949,1974,"Female",10,3
"926",19740950,1974,"Male",12,5
"927",19740951,1974,"Male",7,4
"928",19740952,1974,"Female",3,2
"929",19740953,1974,"Female",9,3
"930",19740954,1974,"Female",12,5
"931",19740955,1974,"Male",12,6
"932",19740957,1974,"Male",11,2
"933",19740958,1974,"Female",11,2
"934",19740959,1974,"Female",12,5
"935",19740960,1974,"Male",12,7
"936",19740961,1974,"Male",7,5
"937",19740962,1974,"Female",8,7
"938",19740963,1974,"Female",7,5
"939",19740964,1974,"Female",8,7
"940",19740965,1974,"Male",12,7
"941",19740966,1974,"Male",12,7
"942",19740967,1974,"Male",14,7
"943",19740968,1974,"Female",12,7
"944",19740969,1974,"Female",12,7
"945",19740970,1974,"Male",15,5
"946",19740971,1974,"Male",14,7
"947",19740972,1974,"Male",12,6
"948",19740973,1974,"Female",13,10
"949",19740974,1974,"Female",16,10
"950",19740975,1974,"Male",13,6
"951",19740976,1974,"Male",18,6
"952",19740977,1974,"Female",12,5
"953",19740978,1974,"Female",10,8
"954",19740979,1974,"Female",12,6
"955",19740980,1974,"Male",12,6
"956",19740981,1974,"Male",11,8
"957",19740982,1974,"Female",9,4
"958",19740983,1974,"Female",13,4
"959",19740984,1974,"Female",10,6
"960",19740985,1974,"Male",12,6
"961",19740986,1974,"Male",10,6
"962",19740987,1974,"Female",11,6
"963",19740988,1974,"Female",12,5
"964",19740989,1974,"Female",12,5
"965",19740990,1974,"Male",12,5
"966",19740991,1974,"Male",17,10
"967",19740992,1974,"Female",12,5
"968",19740993,1974,"Female",16,4
"969",19740994,1974,"Female",12,4
"970",19740995,1974,"Male",12,8
"971",19740996,1974,"Male",12,5
"972",19740997,1974,"Male",12,7
"973",19740998,1974,"Female",11,7
"974",19740999,1974,"Female",16,6
"975",19741000,1974,"Male",15,8
"976",19741001,1974,"Male",8,5
"977",19741002,1974,"Female",12,5
"978",19741003,1974,"Female",12,5
"979",19741004,1974,"Female",10,7
"980",19741005,1974,"Male",12,6
"981",19741006,1974,"Male",15,6
"982",19741007,1974,"Female",7,5
"983",19741008,1974,"Female",14,6
"984",19741009,1974,"Female",12,4
"985",19741010,1974,"Male",12,10
"986",19741011,1974,"Male",9,2
"987",19741012,1974,"Male",6,2
"988",19741013,1974,"Female",12,5
"989",19741014,1974,"Female",8,6
"990",19741015,1974,"Male",12,6
"991",19741016,1974,"Male",7,3
"992",19741017,1974,"Male",5,3
"993",19741018,1974,"Female",8,4
"994",19741019,1974,"Female",8,5
"995",19741021,1974,"Male",19,9
"996",19741022,1974,"Female",13,2
"997",19741023,1974,"Female",12,6
"998",19741024,1974,"Female",16,7
"999",19741025,1974,"Male",12,5
"1000",19741026,1974,"Male",8,5
"1001",19741027,1974,"Male",9,4
"1002",19741029,1974,"Female",11,1
"1003",19741030,1974,"Male",15,9
"1004",19741031,1974,"Male",14,8
"1005",19741032,1974,"Female",16,10
"1006",19741033,1974,"Female",7,4
"1007",19741034,1974,"Female",12,9
"1008",19741035,1974,"Male",11,5
"1009",19741036,1974,"Male",9,5
"1010",19741037,1974,"Female",12,4
"1011",19741038,1974,"Female",12,7
"1012",19741039,1974,"Female",12,7
"1013",19741040,1974,"Male",12,7
"1014",19741041,1974,"Male",18,7
"1015",19741042,1974,"Female",12,5
"1016",19741043,1974,"Female",17,7
"1017",19741044,1974,"Female",18,9
"1018",19741045,1974,"Female",16,5
"1019",19741046,1974,"Male",12,6
"1020",19741047,1974,"Female",12,8
"1021",19741048,1974,"Female",6,2
"1022",19741049,1974,"Female",17,0
"1023",19741050,1974,"Male",8,4
"1024",19741051,1974,"Male",8,6
"1025",19741052,1974,"Female",12,8
"1026",19741053,1974,"Female",12,5
"1027",19741054,1974,"Female",17,3
"1028",19741055,1974,"Male",6,3
"1029",19741056,1974,"Male",11,5
"1030",19741057,1974,"Female",11,4
"1031",19741058,1974,"Female",8,1
"1032",19741059,1974,"Female",12,5
"1033",19741060,1974,"Male",11,4
"1034",19741061,1974,"Male",12,6
"1035",19741062,1974,"Female",6,5
"1036",19741063,1974,"Female",12,5
"1037",19741064,1974,"Female",20,9
"1038",19741065,1974,"Male",9,0
"1039",19741066,1974,"Male",11,4
"1040",19741067,1974,"Female",13,6
"1041",19741068,1974,"Female",8,10
"1042",19741069,1974,"Female",10,4
"1043",19741070,1974,"Male",17,8
"1044",19741071,1974,"Male",12,8
"1045",19741072,1974,"Female",13,10
"1046",19741073,1974,"Female",12,7
"1047",19741074,1974,"Female",12,6
"1048",19741075,1974,"Male",13,8
"1049",19741076,1974,"Male",8,5
"1050",19741077,1974,"Female",12,6
"1051",19741078,1974,"Female",12,3
"1052",19741079,1974,"Female",12,6
"1053",19741080,1974,"Male",12,7
"1054",19741081,1974,"Male",13,5
"1055",19741082,1974,"Female",11,6
"1056",19741083,1974,"Female",15,4
"1057",19741084,1974,"Female",12,7
"1058",19741085,1974,"Male",12,6
"1059",19741086,1974,"Male",15,10
"1060",19741087,1974,"Female",16,6
"1061",19741088,1974,"Female",12,8
"1062",19741089,1974,"Female",9,5
"1063",19741090,1974,"Male",7,5
"1064",19741091,1974,"Male",7,6
"1065",19741092,1974,"Female",12,6
"1066",19741093,1974,"Female",7,3
"1067",19741094,1974,"Female",10,4
"1068",19741095,1974,"Male",12,8
"1069",19741096,1974,"Male",12,8
"1070",19741097,1974,"Male",7,10
"1071",19741098,1974,"Female",11,9
"1072",19741099,1974,"Female",12,6
"1073",19741100,1974,"Male",12,7
"1074",19741101,1974,"Male",17,10
"1075",19741102,1974,"Male",16,10
"1076",19741103,1974,"Female",13,4
"1077",19741104,1974,"Female",16,10
"1078",19741105,1974,"Male",13,5
"1079",19741106,1974,"Male",8,3
"1080",19741107,1974,"Female",8,2
"1081",19741108,1974,"Female",12,6
"1082",19741109,1974,"Female",7,6
"1083",19741110,1974,"Male",8,5
"1084",19741111,1974,"Male",16,10
"1085",19741112,1974,"Female",12,6
"1086",19741113,1974,"Female",14,8
"1087",19741114,1974,"Female",12,4
"1088",19741115,1974,"Male",16,4
"1089",19741116,1974,"Male",8,2
"1090",19741117,1974,"Male",8,3
"1091",19741118,1974,"Female",6,3
"1092",19741119,1974,"Female",12,6
"1093",19741120,1974,"Male",13,10
"1094",19741122,1974,"Female",11,4
"1095",19741123,1974,"Female",16,7
"1096",19741124,1974,"Female",12,8
"1097",19741125,1974,"Male",20,10
"1098",19741126,1974,"Male",14,9
"1099",19741127,1974,"Female",12,6
"1100",19741128,1974,"Female",8,8
"1101",19741129,1974,"Female",13,8
"1102",19741130,1974,"Male",16,10
"1103",19741131,1974,"Male",19,10
"1104",19741132,1974,"Male",20,10
"1105",19741133,1974,"Female",12,6
"1106",19741134,1974,"Female",16,9
"1107",19741135,1974,"Male",11,4
"1108",19741136,1974,"Male",8,5
"1109",19741137,1974,"Male",11,6
"1110",19741138,1974,"Female",16,9
"1111",19741139,1974,"Female",12,8
"1112",19741140,1974,"Male",16,8
"1113",19741141,1974,"Male",15,9
"1114",19741142,1974,"Male",8,6
"1115",19741143,1974,"Female",16,8
"1116",19741144,1974,"Female",16,10
"1117",19741145,1974,"Male",11,3
"1118",19741146,1974,"Male",14,7
"1119",19741147,1974,"Female",4,4
"1120",19741148,1974,"Female",10,2
"1121",19741149,1974,"Female",12,6
"1122",19741150,1974,"Male",8,3
"1123",19741151,1974,"Male",10,3
"1124",19741152,1974,"Female",12,6
"1125",19741153,1974,"Female",10,4
"1126",19741154,1974,"Female",12,4
"1127",19741155,1974,"Male",12,5
"1128",19741156,1974,"Male",14,7
"1129",19741157,1974,"Female",12,5
"1130",19741158,1974,"Female",18,10
"1131",19741159,1974,"Female",12,8
"1132",19741160,1974,"Male",14,5
"1133",19741161,1974,"Male",16,9
"1134",19741162,1974,"Male",12,6
"1135",19741163,1974,"Female",12,7
"1136",19741164,1974,"Female",12,6
"1137",19741165,1974,"Male",13,8
"1138",19741166,1974,"Male",12,6
"1139",19741167,1974,"Male",10,5
"1140",19741168,1974,"Female",18,10
"1141",19741169,1974,"Female",12,3
"1142",19741170,1974,"Male",12,5
"1143",19741171,1974,"Male",12,8
"1144",19741172,1974,"Female",9,4
"1145",19741173,1974,"Female",12,5
"1146",19741174,1974,"Female",16,8
"1147",19741175,1974,"Male",8,5
"1148",19741176,1974,"Male",17,9
"1149",19741177,1974,"Female",8,5
"1150",19741178,1974,"Female",12,8
"1151",19741179,1974,"Female",17,8
"1152",19741180,1974,"Male",10,7
"1153",19741181,1974,"Male",11,6
"1154",19741182,1974,"Female",16,9
"1155",19741183,1974,"Female",12,5
"1156",19741184,1974,"Female",15,9
"1157",19741185,1974,"Male",16,7
"1158",19741187,1974,"Male",20,9
"1159",19741188,1974,"Female",16,10
"1160",19741189,1974,"Female",13,3
"1161",19741190,1974,"Male",12,1
"1162",19741191,1974,"Male",5,4
"1163",19741192,1974,"Female",7,6
"1164",19741193,1974,"Female",12,5
"1165",19741194,1974,"Female",14,7
"1166",19741195,1974,"Male",12,5
"1167",19741196,1974,"Male",6,0
"1168",19741197,1974,"Female",11,3
"1169",19741198,1974,"Female",7,0
"1170",19741199,1974,"Female",12,2
"1171",19741200,1974,"Male",16,7
"1172",19741201,1974,"Male",14,6
"1173",19741202,1974,"Female",16,5
"1174",19741203,1974,"Female",12,6
"1175",19741204,1974,"Female",16,10
"1176",19741205,1974,"Male",17,8
"1177",19741206,1974,"Male",12,5
"1178",19741207,1974,"Female",12,6
"1179",19741208,1974,"Female",16,7
"1180",19741209,1974,"Female",12,5
"1181",19741210,1974,"Male",8,4
"1182",19741211,1974,"Male",16,10
"1183",19741212,1974,"Female",4,2
"1184",19741213,1974,"Female",11,6
"1185",19741214,1974,"Female",10,4
"1186",19741215,1974,"Male",11,5
"1187",19741216,1974,"Male",8,5
"1188",19741217,1974,"Female",8,4
"1189",19741218,1974,"Female",12,7
"1190",19741219,1974,"Female",10,3
"1191",19741220,1974,"Male",15,8
"1192",19741221,1974,"Male",8,6
"1193",19741222,1974,"Female",12,5
"1194",19741223,1974,"Female",7,2
"1195",19741224,1974,"Female",12,5
"1196",19741225,1974,"Male",10,3
"1197",19741226,1974,"Male",13,2
"1198",19741227,1974,"Female",8,7
"1199",19741228,1974,"Female",10,5
"1200",19741229,1974,"Female",12,8
"1201",19741230,1974,"Male",17,8
"1202",19741231,1974,"Male",12,6
"1203",19741232,1974,"Male",12,7
"1204",19741233,1974,"Female",12,5
"1205",19741234,1974,"Female",12,6
"1206",19741235,1974,"Male",11,10
"1207",19741236,1974,"Male",12,8
"1208",19741237,1974,"Male",17,8
"1209",19741238,1974,"Female",16,10
"1210",19741239,1974,"Female",16,10
"1211",19741240,1974,"Male",10,6
"1212",19741241,1974,"Male",17,10
"1213",19741242,1974,"Male",12,9
"1214",19741243,1974,"Female",14,8
"1215",19741244,1974,"Female",12,7
"1216",19741245,1974,"Male",9,2
"1217",19741246,1974,"Male",12,7
"1218",19741247,1974,"Female",13,6
"1219",19741248,1974,"Female",17,8
"1220",19741249,1974,"Female",16,6
"1221",19741250,1974,"Male",13,7
"1222",19741251,1974,"Male",11,4
"1223",19741252,1974,"Female",18,7
"1224",19741253,1974,"Female",14,6
"1225",19741254,1974,"Female",12,9
"1226",19741255,1974,"Male",13,2
"1227",19741256,1974,"Male",14,7
"1228",19741257,1974,"Female",14,10
"1229",19741258,1974,"Female",12,5
"1230",19741259,1974,"Female",13,6
"1231",19741260,1974,"Male",12,3
"1232",19741261,1974,"Male",16,6
"1233",19741262,1974,"Female",13,6
"1234",19741263,1974,"Female",12,6
"1235",19741264,1974,"Female",13,8
"1236",19741265,1974,"Male",13,6
"1237",19741266,1974,"Male",14,10
"1238",19741267,1974,"Female",12,5
"1239",19741268,1974,"Female",11,7
"1240",19741269,1974,"Female",14,8
"1241",19741270,1974,"Male",12,2
"1242",19741271,1974,"Male",9,4
"1243",19741272,1974,"Female",12,3
"1244",19741273,1974,"Female",5,2
"1245",19741274,1974,"Female",12,4
"1246",19741275,1974,"Male",13,5
"1247",19741277,1974,"Female",12,7
"1248",19741278,1974,"Female",12,5
"1249",19741279,1974,"Female",12,6
"1250",19741280,1974,"Male",14,3
"1251",19741281,1974,"Male",6,6
"1252",19741282,1974,"Male",3,2
"1253",19741283,1974,"Female",14,10
"1254",19741284,1974,"Female",0,5
"1255",19741285,1974,"Male",9,7
"1256",19741286,1974,"Male",14,8
"1257",19741287,1974,"Female",10,4
"1258",19741288,1974,"Female",12,5
"1259",19741289,1974,"Female",16,6
"1260",19741290,1974,"Male",12,4
"1261",19741291,1974,"Male",14,7
"1262",19741292,1974,"Female",9,3
"1263",19741293,1974,"Female",12,4
"1264",19741294,1974,"Female",13,9
"1265",19741296,1974,"Male",6,5
"1266",19741297,1974,"Female",8,5
"1267",19741298,1974,"Female",9,7
"1268",19741299,1974,"Female",14,7
"1269",19741300,1974,"Male",16,6
"1270",19741301,1974,"Male",9,4
"1271",19741302,1974,"Female",7,6
"1272",19741303,1974,"Female",12,5
"1273",19741304,1974,"Female",10,3
"1274",19741305,1974,"Male",17,7
"1275",19741306,1974,"Male",14,4
"1276",19741307,1974,"Male",19,9
"1277",19741308,1974,"Female",11,5
"1278",19741309,1974,"Female",12,6
"1279",19741310,1974,"Male",6,5
"1280",19741311,1974,"Male",4,2
"1281",19741312,1974,"Female",12,6
"1282",19741313,1974,"Female",6,4
"1283",19741314,1974,"Female",7,0
"1284",19741315,1974,"Male",3,1
"1285",19741317,1974,"Female",4,3
"1286",19741319,1974,"Female",12,4
"1287",19741320,1974,"Male",14,1
"1288",19741321,1974,"Male",7,2
"1289",19741322,1974,"Male",9,4
"1290",19741323,1974,"Female",7,2
"1291",19741324,1974,"Female",10,3
"1292",19741325,1974,"Male",11,4
"1293",19741327,1974,"Male",2,0
"1294",19741328,1974,"Female",10,1
"1295",19741329,1974,"Female",7,3
"1296",19741330,1974,"Female",12,7
"1297",19741331,1974,"Male",7,2
"1298",19741332,1974,"Female",10,6
"1299",19741333,1974,"Female",11,2
"1300",19741334,1974,"Female",12,7
"1301",19741335,1974,"Male",13,10
"1302",19741336,1974,"Male",12,7
"1303",19741337,1974,"Male",14,6
"1304",19741338,1974,"Female",12,5
"1305",19741339,1974,"Female",12,5
"1306",19741340,1974,"Male",14,8
"1307",19741341,1974,"Male",13,4
"1308",19741342,1974,"Male",10,3
"1309",19741343,1974,"Female",11,7
"1310",19741344,1974,"Female",12,8
"1311",19741345,1974,"Male",11,5
"1312",19741346,1974,"Male",12,4
"1313",19741347,1974,"Female",4,3
"1314",19741348,1974,"Female",7,3
"1315",19741349,1974,"Female",13,5
"1316",19741350,1974,"Male",14,6
"1317",19741351,1974,"Male",6,4
"1318",19741352,1974,"Female",16,5
